title,price_sale,price_base,brand,cpu_brand,cpu_detail,cpu_cores,cpu_threads,ram_size,storage_size,storage_type,screen_size,raw_specs_count,price_sale_clean,brand_score,cpu_gen,cpu_performance_score,cpu_brand_Intel,cpu_brand_AMD,cpu_brand_Apple,ram_type_DDR3,ram_type_DDR3L,ram_type_DDR4,ram_type_DDR4X,ram_type_DDR4X4266MHZ,ram_type_DDR5,ram_type_DDR5X,ram_type_DDR6,ram_type_RAM_TYPE,gpu_info,screen_res,screen_tech,battery,gpu_brand,gpu_vram,gpu_class,gpu_brand_te,gpu_class_te,screen_brightness_nits,screen_srgb_percent,screen_ntsc_percent,screen_anti_glare,battery_wh,battery_cells,screen_res_cleaned,screen_res_cleaned_1080x1920,screen_res_cleaned_1200x1920,screen_res_cleaned_1366x768,screen_res_cleaned_1440x2560,screen_res_cleaned_1600x2560,screen_res_cleaned_1920x1080,screen_res_cleaned_1920x1200,screen_res_cleaned_1920x1280,screen_res_cleaned_2048x1280,screen_res_cleaned_2160x1350,screen_res_cleaned_2160x1440,screen_res_cleaned_2160x3840,screen_res_cleaned_2240x1400,screen_res_cleaned_2256x1504,screen_res_cleaned_2560x1080,screen_res_cleaned_2560x1440,screen_res_cleaned_2560x1600,screen_res_cleaned_2880x1620,screen_res_cleaned_2880x1800,screen_res_cleaned_2880x1920,screen_res_cleaned_3000x1876,screen_res_cleaned_3000x2000,screen_res_cleaned_3072x1920,screen_res_cleaned_3200x1800,screen_res_cleaned_3200x2000,screen_res_cleaned_3456x2160,screen_res_cleaned_3840x2160,screen_res_cleaned_3840x2400,screen_res_cleaned_720x1280,screen_res_cleaned_N/A,gpu_brand_AMD,gpu_brand_Intel,gpu_brand_NVIDIA,gpu_brand_Other,gpu_brand_Unknown,gpu_class_Discrete,gpu_class_Integrated,gpu_class_Unknown
Laptop Lenovo IdeaPad Slim 5 OLED 15ARP10 83J3002SVN,21990000.0,27490000.0,Lenovo,AMD,Ryzen 7 7735HS,8,16,32,512.0,SSD,15.1,28,21990000.0,18.146762225969645,7,122.85,0,1,0,0,0,0,0,0,0,1,0,0,AMD Radeon 680M Graphics,2560 x 1600 (WQXGA),"DisplayHDR True Black 600, Độ phủ màu 100% DCI-P3, Độ sáng 500nits",70Wh (65W USB-C Slim (Gắn tường)),AMD,0,Integrated,14109735.09933775,14587476.470588235,500.0,100.0,45.0,0.0,70.0,3.0,2560x1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop Acer Nitro V ANV15-41-R2UP,17990000.0,18690000.0,Acer,AMD,Ryzen 5 6600H,6,12,16,512.0,SSD,15.6,28,17990000.0,14.483635983263598,6,88.4,0,1,0,0,0,0,0,0,1,0,0,0,"NVIDIA GeForce RTX 2050 với 4 GB VRAM GDDR6 chuyên dụng, hỗ trợ 2048 lõi NVIDIA CUDA",1920 x 1080 pixels (FullHD),"Màn hình LCD TFT có đèn nền LED Acer ComfyView, Độ phủ màu 45% NTSC, Độ sáng 300nits","57Whr 4-cell, 135W AC Adapter",NVIDIA,4,Discrete,21783896.94041868,21386385.66380616,300.0,100.0,45.0,0.0,57.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop ASUS Vivobook Go 15 E1504GA-BQ1141W,9990000.0,10190000.0,ASUS,Intel,,8,8,8,,,15.6,26,9990000.0,19.129988593155893,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics,1920 x 1080 pixels (FullHD),"Độ sáng 250nits, Độ phủ màu 45% NTSC, Màn hình chống chói","42WHrs, 3S1P, 3-cell Li-ion",Intel,0,Integrated,14644380.094043886,14566309.685779074,250.0,100.0,45.0,1.0,42.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP Pavilion 15-EG3094TU 8C5L5PA V2,16990000.0,19990000.0,HP,Intel,Core i5 -,10,12,16,512.0,SSD,15.6,22,16990000.0,14.255501691093574,0,50.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Màn hình chống chói, Độ sáng 250 nits","3-cell Li-ion, 41 Wh",Intel,0,Integrated,14644380.094043886,14566309.685779074,250.0,100.0,45.0,1.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Acer Gaming Nitro Lite 16 NL16-71G-71UJ,23990000.0,24990000.0,Acer,Intel,,10,16,16,512.0,SSD,16.0,24,23990000.0,14.483635983263598,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,"NVIDIA GeForce RTX 3050 với 6 GB VRAM GDDR6 chuyên dụng, hỗ trợ 2560 lõi NVIDIA CUDA",1920 x 1200 pixels (FullHD+),"Độ phủ màu NTSC 45%, Màn hình LCD TFT đèn nền LED ComfyView của Acer, Góc nhìn rộng lên đến 170 độ, Độ sáng 300nits","53Wh 3-cell Li-ion battery, 100W Type C adapter",NVIDIA,6,Discrete,21962005.347593583,21636442.211055275,300.0,100.0,45.0,0.0,53.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Lenovo ThinkPad E16 Gen 3 21SR002NVN,23990000.0,25390000.0,Lenovo,Intel,,14,14,16,512.0,SSD,16.0,25,23990000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel Arc 130T tích hợp hoạt động như Intel Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC","48Wh, 65W USB-C (3-pin)",Intel,0,Integrated,14644380.094043886,14566309.685779074,300.0,100.0,45.0,1.0,48.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP 245 G10 B8PF8AT,12790000.0,15590000.0,HP,AMD,Ryzen 5 7530U,6,12,16,256.0,SSD,14.0,20,12790000.0,14.255501691093574,7,81.9,0,1,0,0,0,1,0,0,0,0,0,0,AMD Radeon Graphics,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Độ sáng 250 nits, Màn hình chống chói","HP Long Life 3-cell, 41 Wh Li-ion",AMD,0,Integrated,13985765.472312704,14561476.466795616,250.0,100.0,45.0,1.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop Lenovo LOQ 15AHP10 83JG0047VN,29990000.0,36490000.0,Lenovo,AMD,Ryzen 7 250,8,16,16,512.0,SSD,15.6,27,29990000.0,18.146762225969645,0,70.0,0,1,0,0,0,0,0,0,1,0,0,0,"NVIDIA GeForce RTX 5050 8GB GDDR7, Boost Clock 2662MHz, TGP 100W, 440 AI TOPS",1920 x 1080 pixels (FullHD),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 100% sRGB, G-SYNC","60Wh, 170W Slim Tip (3-pin)",NVIDIA,8,Discrete,21989757.80409042,21652199.08583037,300.0,100.0,45.0,1.0,60.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop MSI Katana 15 B13VFK-676VN,28490000.0,30990000.0,MSI,Intel,,10,16,16,1024.0,SSD,15.6,22,28490000.0,18.94291379310345,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,"NVIDIA GeForce RTX 4060, GDDR6 8GB",1920 x 1080 pixels (FullHD),"Tần số quét 144Hz, Độ phủ màu 45% NTSC","3 cell, 53.5Whr",NVIDIA,8,Discrete,21962005.347593583,21636442.211055275,300.0,100.0,45.0,0.0,5.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Dell Latitude 3450 L3450-1335U-16512W-UMC,18590000.0,19590000.0,Dell,Intel,,,,16,512.0,,14.0,27,18590000.0,15.367008343265791,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Độ sáng 250 nits, AG","3- cell, 42Wh Battery",Intel,0,Integrated,14644380.094043886,14566309.685779074,250.0,100.0,45.0,0.0,42.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo ThinkPad E14 Gen 7 21SX002YVN,28990000.0,29690000.0,Lenovo,Intel,,16,16,16,512.0,SSD,14.0,25,28990000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel Arc 140T hoạt động như Intel Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC","48Wh, 65W USB-C (3-pin)",Intel,0,Integrated,14720549.78524014,14568172.895677608,300.0,100.0,45.0,1.0,48.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo V14 G5 IRL 83HD0062VA,13990000.0,14990000.0,Lenovo,Intel,,8,12,16,512.0,SSD,14.0,26,13990000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel UHD Graphics,1920 x 1080 pixels (FullHD),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC","47Wh, 65W USB-C (3-pin)",Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,1.0,47.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook S14 S3407VA-LY046W,18490000.0,18990000.0,ASUS,Intel,,8,12,16,512.0,SSD,14.0,27,18490000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel UHD Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Độ phủ màu 45% NTSC, Màn hình chống chói, TÜV Rheinland-certified","70WHrs, 4S1P, 4-cell Li-ion",Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,1.0,70.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook 14 X1404VA-NK394W,11890000.0,13490000.0,ASUS,Intel,,6,8,8,512.0,SSD,14.0,27,11890000.0,19.129988593155893,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics,1920 x 1080 pixels (FullHD),"Độ sáng 250nits, Độ phủ màu 45% NTSC, Màn hình chống chói, TÜV Rheinland-certified","42WHrs, 3S1P, 3-cell Li-ion",Intel,0,Integrated,14644380.094043886,14566309.685779074,250.0,100.0,45.0,1.0,42.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo Legion 5 15AHP10 83M00030VN,39590000.0,46990000.0,Lenovo,AMD,Ryzen 7 260,8,16,24,1024.0,SSD,15.1,28,39590000.0,18.146762225969645,0,70.0,0,1,0,0,0,0,0,0,1,0,0,0,"NVIDIA GeForce RTX 5060 8GB GDDR7, Boost Clock 2497MHz, TGP 115W, 572 AI TOPS",2560 x 1600 (WQXGA),"Độ sáng 1000nits (đỉnh) / 500nits (điển hình), Độ phủ màu 100% DCI-P3, Dolby Vision, DisplayHDR True Black 600","80Wh, 245W Slim Tip (3-pin)",NVIDIA,8,Discrete,21603861.43931257,21346578.81398885,1000.0,100.0,45.0,0.0,80.0,3.0,2560x1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Lenovo ThinkBook 16 G8 IRL 21SH0093VA,18690000.0,20690000.0,Lenovo,Intel,,8,12,16,512.0,SSD,16.0,27,18690000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC","45Wh, 65W USB-C (3-pin)",Intel,0,Integrated,14668579.29948839,14561476.466795616,300.0,100.0,45.0,1.0,45.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook S16 S5606CA-RI171WS,28490000.0,31410000.0,ASUS,Intel,,16,16,16,512.0,SSD,16.0,27,28490000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,0,1,0,0,Intel Arc Graphics,2880 x 1800 pixels,"Độ sáng 400nits, Độ sáng tối đa 600nits HDR, Độ phủ màu 100% DCI-P3, Ánh xạ gam màu, HDR True Black 600, 1.07 tỷ màu, Ít hơn 70% ánh sáng xanh có hại, TÜV Rheinland","75WHrs, 4S1P, 4-cell Li-ion",Intel,0,Integrated,14720549.78524014,14568172.895677608,400.0,100.0,45.0,0.0,75.0,3.0,2880x1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Samsung Galaxy Chromebook Go XE310XDA-KA1VN,5590000.0,5990000.0,Samsung,Intel,,,,4,32.0,,11.6,27,5590000.0,4.956666666666667,0,40.0,1,0,0,0,0,0,1,0,0,0,0,0,Intel UHD Graphics,1366 x 768 pixels,Màn hình chống chói,40.2 Wh (Giá trị điển hình),Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,1.0,2.0,3.0,1366x768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook S 14 FLIP TP3402VA-LZ632W,19990000.0,20990000.0,ASUS,Intel,,8,12,16,512.0,SSD,14.0,26,19990000.0,19.129988593155893,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Độ phủ màu 45% NTSC, TÜV Rheinland-certified, With stylus support","50WHrs, 3S1P, 3-cell Li-ion",Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,0.0,50.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS TUF Gaming F16 FX607VU-RL045W,26990000.0,28490000.0,ASUS,Intel,,8,12,16,512.0,SSD,16.0,23,26990000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,"NVIDIA GeForce RTX 4050 6GB GDDR6 (194 AI TOPs) 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)
Intel Iris Xe Graphics",1920 x 1200 pixels (FullHD+),"Độ sáng 300nits, Độ phủ màu 45%, Màn hình chống chói, G-Sync","56WHrs, 4S1P, 4-cell Li-ion, Sạc lại từ 0-50% trong 30 phút",NVIDIA,6,Discrete,21658765.770707622,21341011.81304571,300.0,100.0,45.0,1.0,56.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Acer Aspire Lite Gen 2 AL14-52M-32KV,11490000.0,11990000.0,Acer,Intel,,5,6,8,256.0,SSD,14.0,25,11490000.0,14.483635983263598,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel UHD Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 300 nits, Độ phủ màu 45% NTSC","Pin Li-ion 3 cell 58Wh, Bộ chuyển đổi 65W PD Type C",Intel,0,Integrated,14644380.094043886,14566309.685779074,300.0,100.0,45.0,0.0,58.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP Omnibook X Flip 14-FM0088TU BZ7Q2PA,26990000.0,28590000.0,HP,Intel,,8,8,16,512.0,SSD,14.0,23,26990000.0,14.255501691093574,0,40.0,1,0,0,0,0,0,0,0,0,1,0,0,Intel Arc 130V GPU (8GB),1920 x 1200 pixels (WUXGA),"Kính tràn viền, Viền mỏng, Corning Gorilla Glass 3, Độ sáng 400 nits, Độ phủ màu 62.5% sRGB","3-cell, 59 Wh Li-ion polymer, Bộ đổi nguồn USB Type-C 65 W, Hỗ trợ sạc pin nhanh: khoảng 50% trong 30 phút",Intel,8,Discrete,14604040.848389631,21386385.66380616,400.0,62.5,45.0,0.0,59.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Laptop ASUS Zenbook A14 UX3407QA-QD299WS,26490000.0,29990000.0,ASUS,Other,,8,8,16,512.0,SSD,14.0,28,26490000.0,19.129988593155893,0,40.0,0,0,0,0,0,0,0,0,0,1,0,0,"Qualcomm Adreno GPU
Tiến trình chip mới nên có thể không kết nối được với các thiết bị có driver cũ",1920 x 1200 pixels (WUXGA),"Thời gian phản hồi 0.2ms, Độ sáng 400nits, Độ sáng tối đa 600nits HDR, Độ phủ màu 100% DCI-P3, HDR True Black 600, 1.07 tỷ màu, Giảm 70% ánh sáng xanh có hại, TÜV Rheinland-certified, Màn hình chăm sóc mắt SGS","70WHrs, 3S1P, 3-cell Li-ion",Other,0,Integrated,18138333.33333333,14585734.54782043,400.0,100.0,45.0,0.0,70.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Laptop Lenovo IdeaPad Slim 5 15ARP10 83J3001DVN,19990000.0,23490000.0,Lenovo,AMD,Ryzen 7 7735HS,8,16,16,512.0,SSD,15.1,28,19990000.0,18.146762225969645,7,122.85,0,1,0,0,0,0,0,0,0,1,0,0,AMD Radeon 680M Graphics,2560 x 1600 (WQXGA),"Độ sáng 500nits, Độ phủ màu 100% DCI-P3, DisplayHDR True Black 600","70Wh, 65W USB-C Slim (Wall-mount)",AMD,0,Integrated,13985765.472312704,14561476.466795616,500.0,100.0,45.0,0.0,70.0,3.0,2560x1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop ASUS Vivobook 15 X1502VA-BQ886W,17490000.0,18490000.0,ASUS,Intel,,,,16,512.0,SSD,15.6,27,17490000.0,19.129988593155893,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics,1920 x 1080 pixels (FullHD),"Độ sáng 250nits, Màn hình chống chói, Độ phủ màu 45% NTSC, TÜV Rheinland-certified","42WHrs, 3S1P, 3-cell Li-ion",Intel,0,Integrated,14665286.283891547,14587476.470588235,250.0,100.0,45.0,1.0,42.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Dell 15 DC15250 H02DF - Nhập khẩu chính hãng,15990000.0,16990000.0,Dell,Intel,Core i5 1334U,8,12,24,512.0,SSD,15.6,26,15990000.0,15.367008343265791,1,47.7,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Độ sáng 250 nits, Màn hình chống chói","3 cell, 41Wh",Intel,0,Integrated,14668579.29948839,14561476.466795616,250.0,100.0,45.0,1.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo LOQ Essential 15IRX11 83SC003RVN,26990000.0,32490000.0,Lenovo,Intel,,10,16,16,512.0,SSD,15.6,25,26990000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,"NVIDIA GeForce RTX 5050 8GB GDDR7, Boost Clock 1500MHz, TGP 65W, 440 AI TOPS",1920 x 1080 pixels (FullHD),"Độ sáng 300nits, Độ phủ màu 100% sRGB, Màn hình chống chói","60Wh, 135W Slim Tip (3-pin)",NVIDIA,8,Discrete,21658765.770707622,21341011.81304571,300.0,100.0,45.0,1.0,60.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Lenovo Legion 5 15IRX10 83LY00HQVN,36990000.0,43990000.0,Lenovo,Intel,,14,20,16,512.0,SSD,15.3,25,36990000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,"NVIDIA GeForce RTX 5060 8GB GDDR7, Boost Clock 2497MHz, TGP 115W, 572 AI TOPS",1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 100% sRGB, Dolby Vision","80Wh, 245W Slim Tip (3-pin)",NVIDIA,8,Discrete,21989757.80409042,21652199.08583037,300.0,100.0,45.0,1.0,80.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Acer Gaming Nitro Lite 16 NL16-71G-56WQ,21990000.0,,Acer,Intel,,8,12,16,512.0,SSD,16.0,23,21990000.0,14.483635983263598,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,"NVIDIA GeForce RTX 3050 với 6 GB VRAM GDDR6 chuyên dụng, hỗ trợ 2560 lõi NVIDIA CUDA",1920 x 1200 pixels (FullHD+),"Độ phủ màu NTSC 45%, Độ sáng 300nits, Acer ComfyView LED-backlit TFT LCD, Góc nhìn rộng lên đến 170 độ","Pin Li-ion 3 cell 53Wh, Bộ chuyển đổi TypeC 100W",NVIDIA,6,Discrete,21603861.43931257,21346578.81398885,300.0,100.0,45.0,0.0,53.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Gigabyte Gaming A16 GA6H-CMHH2VN893SH,22990000.0,24990000.0,Gigabyte,Intel,,8,,16,512.0,SSD,16.0,28,22990000.0,19.843333333333334,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,"NVIDIA GeForce RTX 4050 (6GB of GDDR6 SDRAM, Bus Width: 96)
Intel UHD Graphics",1920 x 1200 pixels (FullHD+),"Màn hình chống chói, Độ phủ màu 45% NTSC",4 Cell Int (76.1Wh),NVIDIA,6,Discrete,21603861.43931257,21346578.81398885,300.0,100.0,45.0,1.0,1.0,4.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop ASUS Zenbook S 14 OLED UX5406SA-PV140WS,40590000.0,44990000.0,ASUS,Intel,,8,8,32,1024.0,SSD,14.0,27,40590000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,0,1,0,0,Intel Arc Graphics,2880 x 1800 pixels,"Thời gian phản hồi 0.2ms, Độ sáng tối đa 500nits HDR, Độ phủ màu 100% DCI-P3, Display HDR True Black 500, 1.07 tỷ màu, Giảm ánh sáng xanh 70%, TÜV Rheinland-certified, SGS Eye Care Display","72WHrs, 2S2P, 4-cell Li-ion",Intel,0,Integrated,14665286.283891547,14587476.470588235,500.0,100.0,45.0,0.0,72.0,3.0,2880x1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook 16 A1607QA-MB067WS,16290000.0,20990000.0,ASUS,Other,,8,8,16,512.0,SSD,16.0,27,16290000.0,19.129988593155893,0,40.0,0,0,0,0,0,0,0,0,0,1,0,0,"Qualcomm Adreno GPU
Tiến trình chip mới nên có thể không kết nối được với các thiết bị có driver cũ",1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Độ phủ màu 45% NTSC, Màn hình chống chói","50WHrs, 3S1P, 3-cell Li-ion",Other,0,Integrated,18138333.33333333,14585734.54782043,300.0,100.0,45.0,1.0,50.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Laptop Gaming Acer Nitro V ANV15-51-72VS,18990000.0,25990000.0,Gaming,Intel,,10,16,16,512.0,SSD,15.6,22,18990000.0,16.09766355140187,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,NVIDIA GeForce RTX 2050 4GB GDDR6 VRAM,1920 x 1080 pixels (FullHD),Acer ComfyView LED-backlit TFT LCD,"4 cell, 57Wh",NVIDIA,4,Discrete,21962005.347593583,21636442.211055275,300.0,100.0,45.0,0.0,57.0,4.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop LG Gram Book 15U50T-G.AV56A5,13990000.0,16990000.0,LG,Intel,,,,16,512.0,SSD,15.6,25,13990000.0,23.02519607843137,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),Độ sáng 300nit,51 Wh Li-Ion,Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,0.0,51.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Dell 15 DC15250 71073959,20990000.0,21990000.0,Dell,Intel,,,,16,512.0,,15.6,21,20990000.0,15.367008343265791,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),,,Intel,0,Integrated,14668579.29948839,14561476.466795616,300.0,100.0,45.0,0.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
